Num;Décision;Mention;DICT;QSION;RDACT;MATHS;HGEO;ANGL;SVT;SCPHY;ECM;EPS;DS_EN;LGFAC;Tot;sexe;age;etablissements
503438;ADM;ABIEN;0;9;12;12;16;10;16;13;15;13;15;;205;F;16;CEG KOUMONDE
503439;ADM;PASS;0;7;11;9;16;7;14;15;11;12;8;;175;M;18;CEG KOUMONDE
503440;ADM;PASS;1;2;13;8;17;4;13;7;13;15;12;;160;M;23;CEG CIFA DE KOUMONDE
503441;AJ;;0;6;11;5;15;6;10;8;11;14;9;;142;F;19;CEG CIFA DE KOUMONDE
503442;AJ;;0;5;11;4;13;10;15;6;8;15;9;;144;M;20;LYCEE ALEDJO-KADARA
503443;ADM;ABIEN;12;10;12;8;15;14;12;8;13;15;13;;194;M;15;CEG KOUMONDE
503444;ADM;PASS;0;7;12;9;17;10;14;5;12;13;13;;171;M;15;CEG KOUMONDE
503445;ADM;PASS;0;7;10;7;16;10;14;7;12;15;12;;166;M;18;CEG KPÉWA
503446;AJ;;0;1;10;6;14;6;14;7;10;14;10;;139;F;19;CEG KOUMONDE
503447;ADM;PASS;0;10;10;10;19;5;15;6;11;14;12;;168;M;18;LYCEE ALEDJO-KADARA
503448;ADM;ABIEN;0;5;11;11;19;11;15;11;14;15;13;;197;M;15;CEG KOUMONDE
503449;ADM;PASS;0;7;10;8;12;7;14;12;10;13;;15;161;M;18;CEG CIFA DE KOUMONDE
503450;ADM;PASS;0;6;10;11;16;10;14;9;12;15;14;;179;F;19;CEG CIFA DE KOUMONDE
503451;ADM;ABIEN;0;6;14;12;19;7;15;14;17;15;14;;211;F;15;CEG KOUMONDE
503452;ADM;PASS;0;5;12;4;16;12;17;11;17;14;;;187;M;20;CEG KPÉWA
503453;ADM;ABIEN;0;8;10;8;17;13;16;12;16;14;15;;201;M;18;CEG KPÉWA
503454;ADM;BIEN;3;13;12;11;17;14;18;13;16;13;15;;226;F;14;CEG KPÉWA
503455;ADM;PASS;0;4;9;10;17;8;15;7;15;15;15;;176;M;21;CEG KOUMONDE
503456;AJ;;0;1;11;3;19;10;12;8;11;10;11;;150;M;16;LYCEE ALEDJO-KADARA
503457;ADM;PASS;0;2;10;9;17;8;13;7;16;15;11;;168;F;17;CEG KOUMONDE
503458;ADM;PASS;1;5;10;6;16;9;13;10;11;10;;15;161;M;23;LYCEE ALEDJO-KADARA
503459;AJ;;0;0;0;0;0;0;0;0;0;10;;0;0;M;16;CEG CIFA DE KOUMONDE
503460;ADM;PASS;9;11;15;3;15;11;12;4;10;10;;;160;M;14;LYCEE ALEDJO-KADARA
503461;ADM;ABIEN;0;8;11;11;17;14;15;14;15;10;15;;207;M;14;CEG KPÉWA
503462;ADM;PASS;0;5;9;8;13;13;13;10;13;10;15;;168;M;19;LYCEE ALEDJO-KADARA
503463;ADM;ABIEN;0;4;12;10;16;10;17;13;16;12;15;;199;M;16;CEG KPÉWA
503464;ADM;PASS;0;4;9;8;19;10;15;8;14;15;15;;180;M;20;CEG KPÉWA
503465;ADM;PASS;0;9;11;6;18;5;15;6;15;15;13;;169;M;18;LYCEE ALEDJO-KADARA
503466;ADM;PASS;0;9;14;9;19;9;13;8;13;13;15;;187;M;19;LYCEE ALEDJO-KADARA
503467;ADM;PASS;1;10;9;5;15;10;12;9;11;13;15;;161;F;17;LYCEE ALEDJO-KADARA
503468;ADM;PASS;4;12;13;7;16;11;12;10;15;14;0;;188;F;19;LYCEE ALEDJO-KADARA
503469;ADM;PASS;0;4;13;7;15;11;14;9;11;15;9;;169;M;18;CEG KOUMONDE
503470;ADM;PASS;0;7;10;9;16;12;17;6;12;14;15;;180;M;21;LYCEE ALEDJO-KADARA
503471;ADM;PASS;2;5;13;7;15;11;12;11;12;10;12;;171;M;15;CEG KPÉWA
503472;ADM;PASS;0;5;9;9;14;10;14;14;9;14;9;;167;M;22;CEG CIFA DE KOUMONDE
503473;ADM;ABIEN;0;12;12;8;18;12;17;14;15;10;15;;209;M;16;LYCEE ALEDJO-KADARA
503474;ADM;BIEN;0;13;12;13;20;10;18;14;14;15;14;;224;M;15;CEG KOUMONDE
503475;ADM;PASS;0;6;10;11;19;7;14;10;11;12;7;;172;M;15;CEG KOUMONDE
503476;ADM;PASS;0;1;10;8;16;9;14;8;12;15;14;;164;M;17;CEG KOUMONDE
503477;ADM;PASS;0;6;10;10;19;7;16;9;13;15;15;;184;F;18;CEG KOUMONDE
503478;ADM;PASS;0;6;10;8;14;10;14;9;11;14;14;;166;F;18;CEG CIFA DE KOUMONDE
503479;ADM;PASS;0;6;11;13;15;14;11;14;13;10;9;;188;M;14;CEG KPÉWA
503480;ADM;ABIEN;0;12;11;11;15;13;14;10;14;15;9;;193;M;18;CEG KOUMONDE
503481;ADM;PASS;0;5;11;9;14;13;12;10;16;15;11;;181;F;20;CEG KOUMONDE
503482;ADM;PASS;0;8;13;8;14;15;12;6;12;15;;14;177;M;17;CEG KOUMONDE
503483;ADM;PASS;0;8;13;8;17;12;12;7;13;15;11;;178;F;18;CEG CIFA DE KOUMONDE
503484;AJ;;0;3;11;7;18;7;12;8;9;12;9;;149;M;18;CEG CIFA DE KOUMONDE
503485;ADM;PASS;1;2;10;11;16;9;10;8;10;15;;15;161;M;18;CEG CIFA DE KOUMONDE
503486;ADM;BIEN;1;9;16;7;20;13;18;15;17;12;15;;229;M;22;CEG KOUMONDE
503487;ADM;PASS;0;5;9;5;18;10;16;7;13;14;11;;166;M;15;CEG KPÉWA
503488;ADM;PASS;0;7;9;7;15;14;13;7;12;14;15;;170;M;20;CEG KPÉWA
503489;ADM;PASS;1;8;10;8;14;12;10;6;12;13;14;;160;M;15;CEG KOUMONDE
503490;ADM;ABIEN;0;12;15;7;19;16;16;13;15;11;;;215;M;13;CEG KPÉWA
503491;ADM;PASS;0;5;10;7;15;6;15;11;13;15;10;;164;M;16;LYCEE ALEDJO-KADARA
503492;ADM;PASS;0;2;13;8;16;12;14;13;9;15;11;;178;M;17;CEG KOUMONDE
503493;ADM;PASS;0;5;11;7;17;14;15;11;12;15;13;;187;M;16;CEG KPÉWA
503494;ADM;ABIEN;0;7;12;14;18;10;18;8;12;12;12;;195;M;15;CEG KOUMONDE
503495;AJ;;0;9;9;7;13;9;9;6;11;12;12;;141;M;17;CEG KPÉWA
503496;ADM;PASS;0;9;13;12;18;8;10;11;12;10;11;;178;M;16;LYCEE ALEDJO-KADARA
503497;ADM;TBIEN;15;18;14;17;20;17;17;18;18;12;12;;279;F;14;CEG KOUMONDE
503498;ADM;ABIEN;0;10;16;11;12;12;15;13;16;13;12;;205;F;21;CEG CIFA DE KOUMONDE
503499;ADM;PASS;0;11;10;8;13;14;13;10;12;10;13;;174;F;15;CEG KPÉWA
503500;AJ;;0;4;9;5;11;8;10;9;13;12;11;;137;F;17;CEG CIFA DE KOUMONDE
503501;AJ;;0;1;9;6;12;6;13;8;8;15;10;;130;F;17;CEG KOUMONDE
503502;ADM;PASS;0;6;11;5;16;11;17;5;12;15;13;;168;M;18;CEG KOUMONDE
503503;ADM;PASS;1;7;9;6;14;12;12;6;13;14;15;;161;M;17;CEG KPÉWA
503504;ADM;PASS;0;6;9;8;17;11;17;8;14;10;13;;177;M;16;CEG KOUMONDE
503505;ADM;PASS;0;8;10;9;16;10;12;7;13;14;10;;166;F;18;CEG KOUMONDE
503506;ADM;PASS;0;12;9;5;17;13;10;9;18;14;12;;180;M;20;LYCEE ALEDJO-KADARA
503507;AJ;;0;11;10;7;11;9;8;7;12;12;13;;144;F;17;LYCEE ALEDJO-KADARA
503508;ADM;BIEN;0;12;15;12;19;12;16;12;19;10;14;;226;M;15;CEG KOUMONDE
503509;ADM;PASS;0;8;12;9;14;8;14;7;15;14;12;;172;M;18;CEG KOUMONDE
503510;ADM;ABIEN;0;10;11;8;18;14;19;9;14;15;15;;206;M;19;CEG KPÉWA
503511;ADM;PASS;0;8;11;7;15;14;14;9;16;12;14;;186;F;19;CEG KOUMONDE
503512;ADM;ABIEN;0;7;16;9;17;11;16;8;16;14;14;;201;M;16;CEG KOUMONDE
503513;ADM;PASS;0;8;9;4;17;13;12;8;14;14;10;;166;M;18;CEG KPÉWA
503514;ADM;ABIEN;0;5;15;11;18;11;16;12;16;13;14;;210;M;15;CEG KOUMONDE
503515;ADM;BIEN;0;11;13;11;18;14;19;14;17;14;15;;232;M;17;CEG KOUMONDE
503526;AJ;;0;7;10;4;14;6;8;5;10;15;;4;126;F;17;LYCEE NIAMTOUGOU
503527;ADM;BIEN;16;17;11;12;16;10;16;15;13;15;13;;227;M;14;CEG TENEGA
503528;ADM;PASS;0;13;11;7;13;11;14;9;11;15;10;;170;F;16;CEG TENEGA
503529;ADM;PASS;2;10;10;10;11;10;13;8;7;15;;15;160;F;16;LYCEE NIAMTOUGOU
503530;ADM;PASS;6;11;10;7;15;7;13;12;13;13;15;;179;M;16;CEG TENEGA
503531;ADM;PASS;12;8;10;9;14;8;16;10;13;15;;;185;F;21;CEG TENEGA
503532;AJ;;0;3;9;6;16;6;14;8;10;13;;5;144;M;17;CEG AGBANDE-YAKA
503533;AJ;;0;5;10;5;11;3;11;4;11;15;6;;120;F;20;CEG AGBANDE-YAKA
503534;ADM;ABIEN;0;10;12;10;16;7;14;16;14;13;12;;193;M;15;LYCEE NIAMTOUGOU
503535;AJ;;0;5;11;5;7;7;17;9;11;15;7;;144;F;17;CEG TENEGA
503536;ADM;PASS;0;4;10;10;16;5;18;15;12;15;;;181;M;14;LYCEE NIAMTOUGOU
503537;ADM;PASS;0;6;10;6;15;11;14;10;14;15;12;;173;F;16;LYCEE NIAMTOUGOU
503538;ADM;ABIEN;8;8;11;10;15;13;17;15;16;15;15;;220;M;16;CEG TENEGA
503539;AJ;;0;10;12;6;10;7;11;5;14;13;15;;148;F;15;LYCEE NIAMTOUGOU
503540;ADM;PASS;0;11;11;9;14;9;15;10;10;15;15;;177;M;18;CEG TENEGA
503541;ADM;PASS;0;11;11;8;13;8;16;7;10;14;15;;166;M;15;CEG TENEGA
503542;AJ;;0;4;9;7;6;8;12;6;10;14;6;;124;M;17;CEG TENEGA
503543;ADM;ABIEN;2;12;12;8;19;14;17;13;15;12;;;212;M;14;LYCEE NIAMTOUGOU
503544;ADM;ABIEN;0;9;10;9;19;11;16;13;15;13;11;;199;M;16;CEG AGBANDE-YAKA
503545;AJ;;0;5;9;7;12;6;12;6;14;15;12;;144;M;16;CEG AGBANDE-YAKA
503546;AJ;;0;6;10;5;17;5;13;5;13;15;10;;147;F;21;LYCEE NIAMTOUGOU
503547;ADM;PASS;3;9;11;6;13;7;14;10;14;15;10;;167;M;18;CEG TENEGA
503548;ADM;ABIEN;15;16;12;5;13;14;18;5;11;15;15;;197;F;17;CEG TENEGA
503549;ADM;PASS;0;7;11;9;17;6;19;13;14;0;9;;185;M;18;LYCEE NIAMTOUGOU
503550;ADM;PASS;0;8;11;7;13;6;16;7;14;14;11;;161;F;14;LYCEE NIAMTOUGOU
503551;AJ;;0;6;11;4;3;6;6;5;9;15;12;;101;F;15;LYCEE NIAMTOUGOU
503552;AJ;;0;8;10;10;13;7;9;9;8;15;12;;147;F;15;LYCEE NIAMTOUGOU
503553;ADM;PASS;0;10;12;8;19;7;14;10;14;13;;;181;M;16;CEG AGBANDE-YAKA
503554;ADM;PASS;0;7;12;8;16;9;14;9;12;15;9;;172;M;16;CEG TENEGA
503555;ADM;PASS;0;11;12;7;13;8;15;10;12;15;13;;173;M;18;LYCEE NIAMTOUGOU
503556;AJ;;0;3;9;6;13;10;11;8;8;15;9;;138;F;17;LYCEE NIAMTOUGOU
503557;ADM;ABIEN;0;11;12;5;19;9;18;10;16;15;15;;199;M;19;CEG TENEGA
503558;AJ;;0;5;11;4;15;8;9;5;14;15;5;;142;F;15;LYCEE NIAMTOUGOU
503559;ADM;ABIEN;16;18;15;10;12;14;16;11;11;15;11;;218;F;15;CEG TENEGA
503560;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;19;CEG AGBANDE-YAKA
503561;AJ;;0;11;11;4;13;5;6;2;9;13;;;114;F;20;LYCEE NIAMTOUGOU
503562;AJ;;0;0;0;0;0;0;0;0;0;0;;;0;M;18;CEG AGBANDE-YAKA
503563;ADM;PASS;0;10;12;4;20;11;13;9;17;15;14;;191;M;20;LYCEE NIAMTOUGOU
503564;ADM;BIEN;9;16;15;9;19;14;15;11;17;15;14;;234;F;16;CEG AGBANDE-YAKA
503565;ADM;PASS;0;7;12;6;14;10;14;9;11;15;12;;166;M;19;CEG TENEGA
503566;AJ;;0;7;10;6;11;7;10;9;8;15;5;;134;M;19;CEG TENEGA
503567;ADM;PASS;3;9;14;7;14;8;15;9;11;15;15;;178;M;23;CEG TENEGA
503568;ADM;PASS;1;10;10;5;14;8;14;9;12;15;;;160;F;14;LYCEE NIAMTOUGOU
503569;AJ;;0;5;10;4;8;7;10;5;8;15;7;;114;F;20;LYCEE NIAMTOUGOU
503570;AJ;;0;0;0;0;0;0;0;0;0;0;0;;0;F;17;CEG AGBANDE-YAKA
503571;ADM;PASS;1;7;12;5;16;8;11;9;14;13;10;;161;F;18;LYCEE NIAMTOUGOU
503572;AJ;;0;6;11;4;11;8;9;6;13;15;9;;135;F;18;LYCEE NIAMTOUGOU
503573;ADM;PASS;0;7;11;4;17;8;14;9;17;11;;;168;F;18;LYCEE NIAMTOUGOU
503574;ADM;ABIEN;9;12;12;6;19;11;16;5;15;15;7;;194;M;16;CEG AGBANDE-YAKA
503575;AJ;;0;6;11;7;9;10;10;7;10;15;13;;142;M;18;LYCEE NIAMTOUGOU
503576;ADM;PASS;1;8;12;5;15;8;12;8;11;15;14;;160;M;16;LYCEE NIAMTOUGOU
503577;ADM;PASS;0;7;12;5;15;10;11;9;11;15;14;;162;F;14;LYCEE NIAMTOUGOU
503578;ADM;PASS;0;5;12;6;16;10;16;10;14;15;7;;178;F;20;CEG TENEGA
503579;ADM;ABIEN;13;12;11;6;18;13;15;12;11;15;10;;202;F;15;CEG TENEGA
503580;AJ;;7;7;10;5;13;8;14;6;10;15;8;;151;F;18;CEG TENEGA
503581;ADM;PASS;0;13;10;11;15;9;14;13;9;15;9;;180;M;19;CEG TENEGA
503582;ADM;ABIEN;12;13;12;12;16;10;15;10;9;12;;;195;M;16;LYCEE NIAMTOUGOU
503583;ADM;ABIEN;4;8;15;10;19;10;13;10;9;15;14;;193;M;15;CEG TENEGA
503584;ADM;ABIEN;0;10;13;8;17;12;17;12;13;15;9;;199;M;17;CEG TENEGA
503585;ADM;PASS;0;5;10;9;15;11;16;11;12;15;10;;178;M;24;CEG TENEGA
503586;ADM;PASS;6;10;14;7;15;8;14;9;9;Inap.;;5;168;F;14;LYCEE NIAMTOUGOU
503587;ADM;ABIEN;8;13;12;8;18;12;15;10;14;15;14;;208;M;18;CEG TENEGA
503588;ADM;PASS;0;13;10;6;13;12;16;11;10;15;11;;175;F;16;CEG TENEGA
503589;ADM;PASS;0;8;11;6;17;12;15;7;12;14;14;;176;F;19;CEG AGBANDE-YAKA
503590;AJ;;0;2;9;4;12;4;13;7;11;15;12;;129;F;15;LYCEE NIAMTOUGOU
503591;ADM;PASS;0;10;16;6;16;4;17;8;12;15;;;173;F;23;LYCEE NIAMTOUGOU
503592;AJ;;0;3;9;4;11;5;13;8;13;13;11;;133;F;18;LYCEE NIAMTOUGOU
503593;AJ;;0;5;10;5;10;6;8;4;15;15;;;126;F;17;LYCEE NIAMTOUGOU
503594;ADM;ABIEN;0;9;12;13;16;10;18;13;13;13;12;;204;M;16;LYCEE NIAMTOUGOU
503595;AJ;;0;6;10;4;13;7;13;7;12;15;6;;143;F;15;LYCEE NIAMTOUGOU
503596;ADM;PASS;5;10;15;7;14;7;13;15;13;12;;;185;M;16;LYCEE NIAMTOUGOU
503597;ADM;PASS;1;10;10;5;14;8;15;10;10;15;4;;160;F;17;CEG TENEGA
503598;ADM;PASS;0;6;11;7;16;13;16;9;17;15;7;;189;F;19;LYCEE NIAMTOUGOU
503599;ADM;ABIEN;0;10;10;7;18;10;15;13;18;14;15;;201;F;18;CEG AGBANDE-YAKA
503600;AJ;;0;7;11;5;13;8;12;5;13;14;6;;145;F;15;LYCEE NIAMTOUGOU
503601;ADM;PASS;0;10;9;7;16;10;13;10;15;15;4;;175;M;15;CEG TENEGA
503602;ADM;PASS;0;10;12;4;14;12;15;8;14;14;13;;175;F;18;LYCEE NIAMTOUGOU
503603;ADM;PASS;0;6;10;6;14;10;14;7;14;15;10;;161;M;16;CEG TENEGA
503604;ADM;PASS;4;10;9;4;14;10;13;10;15;13;15;;172;M;15;CEG TENEGA
503605;ADM;PASS;1;5;10;8;12;10;14;8;13;14;5;;160;F;22;LYCEE NIAMTOUGOU
503606;ADM;ABIEN;0;15;11;10;16;10;19;15;16;14;13;;216;M;16;CEG TENEGA
503607;ADM;BIEN;18;14;11;15;15;13;18;19;16;14;9;;250;M;15;CEG TENEGA
503608;AJ;;0;6;10;4;12;8;14;5;13;15;8;;143;M;19;LYCEE NIAMTOUGOU
503609;ADM;PASS;1;10;9;6;11;8;17;7;14;15;11;;161;M;22;LYCEE NIAMTOUGOU
503610;ADM;ABIEN;0;11;12;11;20;10;16;12;13;15;12;;206;M;18;CEG TENEGA
503611;ADM;PASS;0;12;11;5;17;6;16;10;11;15;11;;170;F;17;CEG TENEGA
503612;ADM;PASS;0;9;9;6;14;10;15;6;11;15;15;;161;F;16;CEG TENEGA
503613;ADM;PASS;0;7;9;8;15;5;15;15;16;13;9;;176;M;17;CEG AGBANDE-YAKA
503614;AJ;;0;3;10;6;13;4;15;9;14;15;;;150;M;17;LYCEE NIAMTOUGOU
503615;ADM;PASS;1;10;11;8;11;6;15;8;13;15;10;;160;F;19;LYCEE NIAMTOUGOU
503616;ADM;PASS;11;9;14;5;17;8;11;12;12;13;14;;185;F;17;LYCEE NIAMTOUGOU
503617;ADM;ABIEN;6;15;15;7;17;4;17;13;17;15;11;;207;F;17;CEG AGBANDE-YAKA
503618;AJ;;0;7;11;4;16;4;14;4;9;15;;;136;M;18;LYCEE NIAMTOUGOU
503619;ADM;PASS;2;8;11;8;11;10;10;10;12;15;11;;160;F;18;CEG AGBANDE-YAKA
503620;ADM;ABIEN;9;12;14;6;17;10;14;8;14;15;;;192;F;19;LYCEE NIAMTOUGOU
503621;ADM;PASS;11;13;14;6;15;8;16;10;10;15;11;;188;F;16;CEG TENEGA
503622;ADM;BIEN;15;18;13;8;18;15;18;14;14;12;15;;240;M;15;CEG TENEGA
503623;AJ;;0;7;13;4;14;6;11;6;13;15;11;;147;F;22;CEG AGBANDE-YAKA
503624;ADM;PASS;0;10;13;6;16;9;16;8;13;15;14;;181;M;19;CEG TENEGA
503625;AJ;;0;3;10;5;18;6;14;7;10;15;12;;150;M;17;CEG TENEGA
503626;ADM;PASS;3;8;12;7;16;10;16;7;13;15;11;;179;F;18;CEG TENEGA
503627;ADM;PASS;14;10;12;9;15;8;17;10;10;14;11;;191;M;15;CEG TENEGA
503628;ADM;PASS;1;10;13;5;18;13;15;7;14;15;15;;191;M;15;CEG TENEGA
503629;ADM;PASS;0;10;10;5;17;8;15;7;12;15;11;;164;M;17;CEG AGBANDE-YAKA
503630;ADM;PASS;0;12;11;4;13;10;13;9;12;15;11;;162;M;18;CEG TENEGA
503631;AJ;;0;6;10;5;11;6;9;4;9;14;8;;118;M;14;LYCEE NIAMTOUGOU
503632;AJ;;0;4;10;4;13;5;8;5;11;14;12;;122;F;15;LYCEE NIAMTOUGOU
503633;ADM;PASS;0;11;12;4;17;6;16;12;13;13;0;;174;M;15;CEG AGBANDE-YAKA
503634;ADM;PASS;2;12;13;4;14;10;13;3;14;15;8;;161;F;17;CEG TENEGA
503635;AJ;;0;9;12;4;12;8;10;3;12;15;12;;138;F;17;LYCEE NIAMTOUGOU
503636;ADM;PASS;0;7;12;6;17;7;19;10;13;0;15;;180;M;16;LYCEE NIAMTOUGOU
503637;ADM;ABIEN;10;11;13;4;17;11;15;10;12;15;15;;195;M;20;CEG TENEGA
503638;ADM;PASS;3;13;13;5;17;15;11;6;13;14;12;;182;F;15;LYCEE NIAMTOUGOU
503639;ADM;ABIEN;7;13;15;6;19;14;16;11;14;15;11;;216;F;17;CEG AGBANDE-YAKA
503640;AJ;;0;5;12;6;11;5;12;6;11;15;6;;136;M;15;LYCEE NIAMTOUGOU
503641;AJ;;0;7;11;4;16;7;14;7;9;14;11;;148;M;21;CEG TENEGA
503642;ADM;ABIEN;0;13;10;4;18;12;17;8;18;15;12;;194;M;23;LYCEE NIAMTOUGOU
503643;ADM;PASS;0;13;10;8;17;7;15;12;12;15;5;;180;F;17;CEG AGBANDE-YAKA
503644;ADM;PASS;1;10;9;4;15;8;17;11;14;15;11;;173;M;16;LYCEE NIAMTOUGOU
503645;ADM;PASS;1;10;12;9;17;6;15;11;8;15;14;;176;F;15;CEG TENEGA
503646;AJ;;3;6;13;4;12;5;7;4;7;15;0;;118;M;20;LYCEE NIAMTOUGOU
503647;AJ;;0;6;11;7;11;6;12;5;8;14;10;;130;F;17;LYCEE NIAMTOUGOU
503648;ADM;PASS;0;8;13;8;17;7;18;9;13;11;13;;182;F;15;LYCEE NIAMTOUGOU
503649;ADM;PASS;0;9;13;12;16;10;15;10;10;12;14;;187;F;19;LYCEE NIAMTOUGOU
503650;AJ;;2;9;14;6;11;7;7;8;11;15;15;;149;F;17;LYCEE NIAMTOUGOU
503651;ADM;PASS;1;7;10;7;17;7;16;8;9;14;10;;160;F;16;LYCEE NIAMTOUGOU
503652;ADM;ABIEN;2;15;14;7;17;9;14;13;16;15;14;;206;F;14;CEG AGBANDE-YAKA
503653;ADM;ABIEN;7;14;11;7;18;10;17;10;12;15;14;;200;F;15;CEG TENEGA
503654;AJ;;0;9;15;4;10;7;9;5;16;14;;;145;F;16;LYCEE NIAMTOUGOU
503655;ADM;PASS;0;11;10;6;16;4;15;8;14;15;15;;167;M;20;LYCEE NIAMTOUGOU
503656;ADM;PASS;0;12;12;6;17;4;18;9;12;12;15;;175;M;14;LYCEE NIAMTOUGOU
503657;ADM;ABIEN;0;10;12;7;19;7;18;8;16;15;14;;193;M;16;CEG AGBANDE-YAKA
503658;ADM;ABIEN;0;11;10;6;19;16;17;13;14;14;15;;210;M;16;CEG AGBANDE-YAKA
503659;ADM;PASS;0;5;10;5;18;6;17;10;11;15;13;;167;M;19;CEG AGBANDE-YAKA
503660;ADM;PASS;3;11;11;4;16;6;17;4;10;15;15;;160;M;21;CEG AGBANDE-YAKA
503661;ADM;BIEN;14;6;15;12;18;12;18;15;18;14;15;;245;F;14;CEG AGBANDE-YAKA
503662;ADM;PASS;0;7;16;8;14;7;17;5;10;13;13;;167;M;17;LYCEE NIAMTOUGOU
503663;AJ;;0;6;11;6;13;6;11;8;13;13;14;;149;M;16;LYCEE NIAMTOUGOU
503674;ADM;PASS;4;12;10;8;14;8;9;8;12;13;14;;161;M;16;CEG AGBANDE-YAKA
503675;ADM;PASS;0;7;9;8;17;6;11;9;14;15;12;;162;M;18;LYCEE NIAMTOUGOU
503676;AJ;;0;11;11;9;6;8;10;5;8;15;12;;132;F;19;LYCEE NIAMTOUGOU
503677;ADM;PASS;1;6;12;7;14;7;14;7;13;15;4;;160;F;21;CEG AGBANDE-YAKA
503678;ADM;PASS;1;8;13;5;16;7;14;8;10;15;9;;160;F;16;LYCEE NIAMTOUGOU
503679;ADM;PASS;0;10;14;7;17;11;16;10;12;14;;;188;M;20;CEG AGBANDE-YAKA
503680;ADM;PASS;0;6;15;5;17;8;16;8;16;15;11;;182;M;19;LYCEE NIAMTOUGOU
503681;AJ;;0;5;11;5;10;4;11;6;9;15;;;122;F;20;LYCEE NIAMTOUGOU
503682;ADM;PASS;1;11;12;6;16;3;14;8;11;14;15;;161;M;18;LYCEE NIAMTOUGOU
503683;AJ;;0;6;12;7;10;6;16;4;8;15;15;;142;M;19;LYCEE NIAMTOUGOU
503684;ADM;TBIEN;6;19;14;18;18;10;19;16;18;14;15;;260;F;15;LYCEE NIAMTOUGOU
503685;ADM;PASS;0;10;11;7;13;13;18;6;9;13;12;;169;F;19;LYCEE NIAMTOUGOU
503686;ADM;PASS;0;15;15;10;13;8;16;7;10;12;11;;176;F;15;LYCEE NIAMTOUGOU
503687;ADM;BIEN;14;19;12;15;18;12;14;20;14;15;10;;248;M;13;LYCEE NIAMTOUGOU
503688;ADM;PASS;0;13;12;7;16;7;12;7;12;12;11;;162;F;18;LYCEE NIAMTOUGOU
503689;ADM;PASS;0;9;11;5;18;6;16;8;15;15;10;;172;M;17;CEG AGBANDE-YAKA
503690;ADM;PASS;0;9;11;6;18;5;15;7;12;15;14;;166;M;22;LYCEE NIAMTOUGOU
503691;ADM;ABIEN;0;14;12;9;17;10;18;12;11;14;;;196;M;13;LYCEE NIAMTOUGOU
503692;ADM;PASS;0;12;11;5;13;5;17;5;14;13;15;;160;F;16;LYCEE NIAMTOUGOU
503693;AJ;;0;6;12;5;10;5;11;2;14;15;9;;129;F;18;LYCEE NIAMTOUGOU
503694;AJ;;0;5;11;4;10;4;4;2;8;14;11;;96;F;19;LYCEE NIAMTOUGOU
503695;AJ;;0;8;12;7;13;9;12;6;10;15;8;;151;M;20;CEG TENEGA
503696;ADM;PASS;8;15;13;12;13;6;16;11;8;15;9;;186;M;20;CEG TENEGA
503697;ADM;ABIEN;0;8;10;14;17;8;19;10;11;15;14;;195;M;20;LYCEE NIAMTOUGOU
503698;AJ;;0;4;12;5;12;6;13;3;12;15;4;;135;F;19;CEG AGBANDE-YAKA
503699;ADM;PASS;0;11;12;6;17;9;15;7;16;14;14;;183;M;16;LYCEE NIAMTOUGOU
503700;ADM;PASS;0;9;11;5;18;7;17;8;11;15;;;168;M;18;LYCEE NIAMTOUGOU
503701;ADM;ABIEN;0;14;13;10;18;10;16;12;15;13;12;;207;M;17;CEG AGBANDE-YAKA
503702;ADM;ABIEN;0;13;12;8;18;10;19;11;14;15;13;;205;M;17;CEG TENEGA
503703;ADM;ABIEN;0;11;14;10;16;10;16;8;14;15;14;;196;F;18;LYCEE NIAMTOUGOU
503704;ADM;ABIEN;0;10;12;7;17;10;14;13;14;15;13;;192;F;14;LYCEE NIAMTOUGOU
503705;AJ;;0;8;12;7;9;11;12;5;10;15;8;;145;M;16;CEG TENEGA
503706;ADM;PASS;0;10;13;10;14;5;12;9;12;15;12;;167;F;19;LYCEE NIAMTOUGOU
503707;AJ;;0;7;13;4;7;8;10;4;10;Inap.;9;;119;F;17;LYCEE NIAMTOUGOU
503708;ADM;ABIEN;12;11;14;7;14;10;15;8;14;15;14;;196;M;17;CEG TENEGA
503709;ADM;PASS;0;3;12;6;15;6;13;9;15;14;12;;161;M;22;CEG AGBANDE-YAKA
503710;ADM;BIEN;4;17;12;10;17;12;19;18;13;15;15;;233;M;16;CEG TENEGA
503711;ADM;PASS;0;9;10;5;16;7;14;11;13;15;13;;169;F;17;CEG AGBANDE-YAKA
503712;ADM;PASS;1;9;15;8;12;8;12;8;12;Inap.;6;;160;F;19;LYCEE NIAMTOUGOU
503713;ADM;PASS;0;8;15;9;17;6;15;10;16;14;;;188;M;16;LYCEE NIAMTOUGOU
503714;ADM;PASS;0;10;15;6;15;10;15;9;7;15;7;;169;F;22;LYCEE NIAMTOUGOU
503715;ADM;TBIEN;17;16;17;14;18;15;17;14;17;13;15;;265;M;15;CEG TENEGA
503716;AJ;;0;8;11;6;13;7;11;8;11;15;12;;149;F;17;LYCEE NIAMTOUGOU
503717;AJ;;0;6;11;8;16;5;12;6;10;15;14;;151;F;15;CEG AGBANDE-YAKA
503718;AJ;;0;9;16;4;13;7;11;1;11;13;13;;141;M;18;LYCEE NIAMTOUGOU
